sex,chest(inch,waist,hip,height,shoes,recommend_mil_top,recommend_mil_pants,recommend_mil_jacket,recommend_inner,recommend_T-shirts,recommend_underpants,recommend_shoes
men,45,38,45,175,270,110-M-173,95-173,115-173,110,110,110,270
men,45,37,42,174,275,110-M-173,90-173,115-173,110,110,105,275
men,38,30,37,176,265,95-M-173,75-173,95-173,95,95,90,265
men,42,34,42,183,280,105-M-178,85-178,105-178,105,105,105,280
men,36,29,37,178,270,90-M-178,75-178,95-178,90,90,90,270
men,39,30,38,180,275,95-M-178,75-178,95-178,95,95,95,275
men,47,35,44,178,280,115-M-178,85-178,115-173,115,115,110,280
men,42,34,42,181,280,105-M-178,85-178,105-178,105,105,105,280
men,39,31,37,170,255,95-M-168,75-168,95-168,95,95,90,255
men,40,33,40,172,265,100-M-173,80-173,100-173,100,100,100,265
men,39,32,38,178,275,95-M-178,80-178,95-178,95,95,95,275
men,37,30,37,175,275,90-M-173,75-173,90-173,90,90,90,275
men,36,29,36,171,250,90-M-173,70-173,90-173,90,90,90,250
men,36,29,36,176,260,90-M-173,75-173,90-173,90,90,90,260
men,37,32,39,180,270,90-M-178,80-178,95-178,90,90,95,270
men,43,35,41,185,280,105-M-185,85-185,105-178,105,105,100,280
men,43,39,42,176,265,105-M-173,95-173,105-173,105,105,105,265
men,41,34,41,179,270,100-M-178,85-178,100-178,100,100,100,270
men,40,33,39,181,270,100-M-178,80-178,100-178,100,100,95,270
men,42,36,41,177,265,105-M-173,90-173,105-173,105,105,100,265
men,39,30,37,172,275,95-M-173,75-173,95-173,95,95,90,275
men,38,32,38,173,265,95-M-173,80-173,95-173,95,95,95,265
men,42,34,42,172,275,105-M-173,85-173,105-173,105,105,105,275
men,39,32,40,172,265,95-M-173,80-173,95-173,95,95,100,265
men,41,34,39,168,265,100-M-168,85-168,100-168,100,100,95,265
men,43,36,42,176,270,105-M-173,90-173,105-173,105,105,105,270
men,46,36,42,174,265,115-M-178,90-173,115-173,115,115,105,265
men,40,35,42,176,305,100-M-173,85-173,100-173,100,100,105,305
men,45,38,43,177,275,110-M-173,95-173,115-173,110,110,105,275
men,45,33,42,181,280,110-M-178,80-178,115-183,110,110,105,280
men,38,31,39,187,270,95-M-185,75-185,95-187,95,95,95,270
men,43,36,43,181,275,105-M-178,90-178,105-178,105,105,105,275
men,41,36,43,184,270,100-M-178,90-178,100-178,100,100,105,270
men,44,34,40,180,285,110-M-178,85-178,115-183,110,110,100,285
men,39,34,40,175,270,95-M-173,85-173,95-173,95,95,100,270
men,42,33,42,176,270,105-M-173,80-173,105-173,105,105,105,270
men,46,35,40,174,270,115-M-178,85-173,115-173,115,115,100,270
men,41,34,41,176,275,100-M-173,85-173,100-173,100,100,100,275
men,44,37,44,184,285,110-M-178,90-178,115-183,110,110,110,285
men,47,39,44,180,290,115-M-178,95-178,115-183,115,115,110,290
men,39,32,39,168,270,95-M-168,80-168,95-168,95,95,95,270
men,46,37,43,176,280,115-M-178,90-173,115-173,115,115,105,280
men,44,36,38,169,265,110-M-173,90-168,115-173,110,110,95,265
men,39,33,39,173,260,95-M-173,80-173,95-173,95,95,95,260
men,40,33,39,168,265,100-M-168,80-168,100-168,100,100,95,265
men,42,37,41,178,290,105-M-178,90-178,105-178,105,105,100,290
men,44,34,43,176,270,110-M-173,85-173,115-173,110,110,105,270
men,42,35,41,177,275,105-M-173,85-173,105-173,105,105,100,275
men,38,31,38,178,275,95-M-178,75-178,95-178,95,95,95,275
men,37,32,40,175,275,90-M-173,80-173,90-173,90,90,100,275
men,40,34,40,171,255,100-M-173,85-173,100-173,100,100,100,255
men,43,34,43,178,265,105-M-178,85-178,105-178,105,105,105,265
men,45,36,42,172,265,110-M-173,90-173,115-173,110,110,105,265
men,39,31,39,176,265,95-M-173,75-173,95-173,95,95,95,265
men,38,30,38,180,275,95-M-178,75-178,95-178,95,95,95,275
men,42,37,43,179,280,105-M-178,90-178,105-178,105,105,105,280
men,38,32,38,172,275,95-M-173,80-173,95-173,95,95,95,275
men,43,37,43,173,270,105-M-173,90-173,105-173,105,105,105,270
men,46,38,44,180,280,115-M-178,95-178,115-183,115,115,110,280
men,40,33,41,172,270,100-M-173,80-173,100-173,100,100,100,270
men,42,32,40,179,270,105-M-178,80-178,105-178,105,105,100,270
men,39,33,40,179,265,95-M-178,80-178,95-178,95,95,100,265
men,39,32,39,177,265,95-M-173,80-173,95-173,95,95,95,265
men,41,33,39,170,260,100-M-168,80-168,100-168,100,100,95,260
men,42,36,41,178,270,105-M-178,90-178,105-178,105,105,100,270
men,40,32,37,170,265,100-M-168,80-168,100-168,100,100,90,265
men,43,34,42,175,280,105-M-173,85-173,105-173,105,105,105,280
men,43,34,40,169,265,105-M-168,85-168,105-173,105,105,100,265
men,43,33,39,176,270,105-M-173,80-173,105-173,105,105,95,270
men,41,33,40,173,260,100-M-173,80-173,100-173,100,100,100,260
men,46,34,39,177,280,115-M-178,85-173,115-173,115,115,95,280
men,49,38,45,183,275,120-M-178,95-178,115-183,120,120,110,275
men,42,33,39,178,270,105-M-178,80-178,105-178,105,105,95,270
men,42,32,40,182,280,105-M-178,80-178,105-178,105,105,100,280
men,40,33,41,177,270,100-M-173,80-173,100-173,100,100,100,270
men,42,35,41,185,280,105-M-185,85-185,105-178,105,105,100,280
men,43,35,43,178,285,105-M-178,85-178,105-178,105,105,105,285
men,47,37,43,179,275,115-M-178,90-178,115-173,115,115,105,275
men,41,34,41,179,270,100-M-178,85-178,100-178,100,100,100,270
men,41,35,43,174,270,100-M-173,85-173,100-173,100,100,105,270
men,38,33,38,168,260,95-M-168,80-168,95-168,95,95,95,260
men,38,32,37,183,280,95-M-178,80-178,95-178,95,95,90,280
men,40,32,39,168,270,100-M-168,80-168,100-168,100,100,95,270
men,40,34,39,181,280,100-M-178,85-178,100-178,100,100,95,280
men,36,30,38,170,265,90-M-168,75-168,90-168,90,90,95,265
men,40,34,40,173,270,100-M-173,85-173,100-173,100,100,100,270
men,40,35,41,178,275,100-M-178,85-178,100-178,100,100,100,275
men,43,35,43,183,285,105-M-178,85-178,105-178,105,105,105,285
men,40,34,39,168,250,100-M-168,85-168,100-168,100,100,95,250
men,41,34,41,179,275,100-M-178,85-178,100-178,100,100,100,275
men,40,34,40,178,270,100-M-178,85-178,100-178,100,100,100,270
men,41,31,39,175,265,100-M-173,75-173,100-173,100,100,95,265
men,43,34,43,173,270,105-M-173,85-173,105-173,105,105,105,270
men,37,32,40,174,270,90-M-173,80-173,90-173,90,90,100,270
men,41,34,40,175,265,100-M-173,85-173,100-173,100,100,100,265
men,42,36,42,173,270,105-M-173,90-173,105-173,105,105,105,270
men,36,30,37,171,255,90-M-173,75-173,90-173,90,90,90,255
men,43,34,40,185,280,105-M-185,85-185,105-178,105,105,100,280
men,42,34,41,182,260,105-M-178,85-178,105-178,105,105,100,260
men,40,32,40,175,270,100-M-173,80-173,100-173,100,100,100,270
men,40,33,40,173,270,100-M-173,80-173,100-173,100,100,100,270
men,37,29,37,172,265,90-M-173,70-173,90-173,90,90,90,265
men,42,33,40,165,255,105-M-168,80-168,105-173,105,105,100,255
men,43,35,43,177,260,105-M-173,85-173,105-173,105,105,105,260
men,41,34,40,180,270,100-M-178,85-178,100-178,100,100,100,270
men,36,29,36,172,260,90-M-173,70-173,90-173,90,90,90,260
men,40,33,41,174,270,100-M-173,80-173,100-173,100,100,100,270
men,41,33,42,180,265,100-M-178,80-178,100-178,100,100,105,265
men,41,35,42,178,270,100-M-178,85-178,100-178,100,100,105,270
men,44,34,41,177,270,110-M-173,85-173,115-173,110,110,100,270
men,40,33,41,173,260,100-M-173,80-173,100-173,100,100,100,260
men,37,31,38,175,275,90-M-173,75-173,90-173,90,90,95,275
men,41,32,40,175,265,100-M-173,80-173,100-173,100,100,100,265
men,39,32,39,171,275,95-M-173,80-173,95-173,95,95,95,275
men,42,32,39,174,270,105-M-173,80-173,105-173,105,105,95,270
men,37,30,37,168,250,90-M-168,75-168,90-168,90,90,90,250
men,37,30,37,171,270,90-M-173,75-173,90-173,90,90,90,270
men,38,31,37,169,255,95-M-168,75-168,95-168,95,95,90,255
men,37,30,37,166,250,90-M-168,75-168,90-168,90,90,90,250
men,40,30,38,177,270,100-M-173,75-173,100-173,100,100,95,270
men,45,39,45,173,265,110-M-173,95-173,115-173,110,110,110,265
men,40,32,39,171,265,100-M-173,80-173,100-173,100,100,95,265
men,39,31,41,176,260,95-M-173,75-173,95-173,95,95,100,260
men,41,32,40,179,270,100-M-178,80-178,100-178,100,100,100,270
men,41,32,41,172,275,100-M-173,80-173,100-173,100,100,100,275
men,38,32,38,165,250,95-M-168,80-168,95-168,95,95,95,250
men,43,33,42,185,290,105-M-185,80-185,105-178,105,105,105,290
men,42,35,41,178,265,105-M-178,85-178,105-178,105,105,100,265
men,43,36,42,179,270,105-M-178,90-178,105-178,105,105,105,270
men,41,33,40,180,270,100-M-178,80-178,100-178,100,100,100,270
men,43,35,43,185,285,105-M-185,85-185,105-178,105,105,105,285
men,41,33,40,172,270,100-M-173,80-173,100-173,100,100,100,270
men,39,32,39,178,265,95-M-178,80-178,95-178,95,95,95,265
men,41,32,38,168,270,100-M-168,80-168,100-168,100,100,95,270
men,37,31,37,173,260,95-M-173,80-173,95-173,95,95,90,260
men,40,35,41,173,270,100-M-173,90-173,100-173,100,100,100,270
men,41,34,42,187,280,100-M-185,85-185,105-187,100,100,105,280
men,40,31,38,174,270,100-M-173,80-173,100-173,100,100,95,270
men,44,37,44,186,295,110-M-185,95-185,115-183,110,110,110,295
men,39,32,39,183,275,100-M-185,80-185,105-187,100,100,95,275
men,39,30,37,169,265,100-M-168,75-168,100-168,100,100,90,265
men,39,30,38,178,270,100-M-178,75-178,100-178,100,100,95,270
men,40,32,40,181,280,100-M-178,80-178,100-178,100,100,100,280
men,41,34,41,183,270,105-M-185,85-185,105-187,105,105,100,270
men,40,32,38,168,265,100-M-168,80-168,100-168,100,100,95,265
men,45,38,42,173,270,115-M-178,95-173,115-173,115,115,105,270
men,45,38,43,174,250,115-M-178,95-173,115-173,115,115,105,250
men,43,39,44,180,265,110-M-178,100-178,115-183,110,110,110,265
men,41,36,40,174,265,105-M-173,90-173,105-173,105,105,100,265
men,42,36,42,177,265,105-M-178,90-178,105-178,105,105,105,265
men,39,33,39,169,270,100-M-168,85-168,100-168,100,100,95,270
men,39,34,39,180,265,100-M-178,85-178,100-178,100,100,95,265
men,43,37,42,176,270,110-M-178,95-178,115-183,110,110,105,270
men,36,31,37,170,265,90-M-168,80-168,90-168,90,90,90,265
men,38,31,37,173,265,95-M-173,80-173,95-173,95,95,90,265
men,45,39,46,181,280,115-M-178,100-178,115-183,115,115,115,280
men,44,39,45,185,285,110-M-185,100-185,115-183,110,110,110,285
men,44,31,39,173,260,110-M-173,80-173,115-173,110,110,95,260
men,46,40,44,173,280,115-M-178,100-173,115-173,115,115,110,280
men,40,34,40,174,275,100-M-173,85-173,100-173,100,100,100,275
men,39,32,39,170,265,100-M-168,80-168,100-168,100,100,95,265
men,38,34,40,169,260,95-M-168,85-168,95-168,95,95,100,260
men,41,37,43,176,285,105-M-178,95-178,105-178,105,105,105,285
men,39,34,40,179,250,100-M-178,85-178,100-178,100,100,100,250
men,38,32,38,179,270,95-M-178,80-178,95-178,95,95,95,270
men,38,32,38,174,265,95-M-173,80-173,95-173,95,95,95,265
men,43,38,43,170,275,110-M-173,95-173,115-173,110,110,105,275
men,36,32,37,167,265,90-M-168,80-168,90-168,90,90,90,265
men,40,35,40,179,270,100-M-178,90-178,100-178,100,100,100,270
men,38,31,37,172,260,95-M-173,80-173,95-173,95,95,90,260
men,39,31,39,176,290,100-M-178,80-178,100-178,100,100,95,290
men,48,42,48,185,290,125-M-185,110-185,115-183,120,120,120,290
men,44,38,43,169,270,110-M-173,95-173,115-173,110,110,105,270
men,43,35,42,170,270,110-M-173,90-168,115-173,110,110,105,270
men,41,34,40,168,250,105-M-168,85-168,105-173,105,105,100,250
men,36,29,35,166,250,90-M-168,75-168,90-168,90,90,90,250
men,47,39,45,174,270,120-M-178,100-173,115-173,120,120,110,270
men,41,32,38,175,260,105-M-173,80-173,105-173,105,105,95,260
men,38,31,38,168,255,95-M-168,80-168,95-168,95,95,95,255
men,38,32,37,174,275,95-M-173,80-173,95-173,95,95,90,275
men,37,31,38,173,260,95-M-173,80-173,95-173,95,95,95,260
men,42,33,41,169,260,105-M-168,85-168,105-173,105,105,100,260
men,48,41,47,177,275,120-M-178,105-178,115-183,120,120,115,275
men,45,36,43,181,280,115-M-178,90-178,115-183,115,115,105,280
men,35,30,35,177,275,90-M-178,75-178,95-178,90,90,90,275
men,36,30,38,166,265,90-M-168,75-168,90-168,90,90,95,265
men,38,30,38,166,255,95-M-168,75-168,95-168,95,95,95,255
men,36,29,36,174,265,90-M-173,75-173,90-173,90,90,90,265
men,37,31,38,171,260,95-M-173,80-173,95-173,95,95,95,260
men,44,37,44,176,270,110-M-178,95-178,115-183,110,110,110,270
men,38,31,37,175,270,95-M-173,80-173,95-173,95,95,90,270
men,38,35,42,176,265,95-M-178,90-178,95-178,95,95,105,265
men,40,35,41,180,270,100-M-178,90-178,100-178,100,100,100,270
men,41,35,39,176,265,105-M-178,90-178,105-178,105,105,95,265
men,43,35,43,185,275,110-M-185,90-185,115-183,110,110,105,275
men,37,35,42,165,265,95-M-168,90-168,95-168,95,95,105,265
men,42,35,40,181,280,105-M-178,90-178,105-178,105,105,100,280
men,44,35,42,181,280,110-M-178,90-178,115-183,110,110,105,280
men,40,33,38,171,260,100-M-173,85-173,100-173,100,100,95,260
men,45,36,43,180,280,115-M-178,90-178,115-183,115,115,105,280
men,40,31,38,174,270,100-M-173,80-173,100-173,100,100,95,270
men,39,33,38,179,275,100-M-178,85-178,100-178,100,100,95,275
men,45,37,41,186,280,115-M-185,95-185,115-183,115,115,100,280
men,35,29,36,163,260,90-M-168,75-168,90-168,90,90,90,260
men,44,37,43,176,270,110-M-178,95-178,115-183,110,110,105,270
men,47,37,42,174,275,120-M-178,95-173,115-173,120,120,105,275
men,46,40,45,178,260,115-M-178,100-178,115-183,115,115,110,260
men,39,32,39,176,280,100-M-178,80-178,100-178,100,100,95,280
men,38,33,38,176,280,95-M-178,85-178,95-178,95,95,95,280
men,41,35,42,170,260,105-M-168,90-168,105-173,105,105,105,260
men,37,32,38,168,250,95-M-168,80-168,95-168,95,95,95,250
men,43,33,41,166,265,110-M-173,85-168,115-173,110,110,100,265
men,38,30,37,180,270,95-M-178,75-178,95-178,95,95,90,270
men,41,34,40,171,265,105-M-173,85-173,105-173,105,105,100,265
men,42,33,39,176,265,105-M-178,85-178,105-178,105,105,95,265
men,35,30,35,170,250,90-M-168,75-168,90-168,90,90,90,250
men,40,32,40,181,280,100-M-178,80-178,100-178,100,100,100,280
men,36,31,38,173,260,90-M-173,80-173,90-173,90,90,95,260
men,44,35,41,167,260,110-M-173,90-168,115-173,110,110,100,260
men,41,32,40,172,250,105-M-173,80-173,105-173,105,105,100,250
men,38,34,40,182,265,95-M-185,85-185,95-187,95,95,100,265
men,40,32,39,173,270,100-M-173,80-173,100-173,100,100,95,270
men,41,35,41,178,265,105-M-178,90-178,105-178,105,105,100,265
men,43,39,45,180,265,110-M-178,100-178,115-183,110,110,110,265
men,38,29,35,175,270,95-M-173,75-173,95-173,95,95,90,270
men,40,35,40,177,270,100-M-178,90-178,100-178,100,100,100,270
men,40,34,41,175,270,100-M-173,85-173,100-173,100,100,100,270
men,45,38,45,177,270,115-M-178,95-178,115-183,115,115,110,270
men,43,35,42,163,260,110-M-173,90-168,115-173,110,110,105,260
men,43,35,42,170,250,110-M-173,90-168,115-173,110,110,105,250
men,47,39,45,192,320,125-M-185,100-185,115-183,120,120,110,320
men,41,32,40,178,275,105-M-178,80-178,105-178,105,105,100,275
men,38,32,37,170,265,95-M-168,80-168,95-168,95,95,90,265
men,42,35,40,170,265,105-M-168,90-168,105-173,105,105,100,265
men,49,40,46,174,280,125-M-185,100-173,115-173,125,125,115,280
men,36,30,37,165,265,90-M-168,75-168,90-168,90,90,90,265
men,36,29,36,170,255,90-M-168,75-168,90-168,90,90,90,255
men,38,33,40,175,270,95-M-173,85-173,95-173,95,95,100,270
men,38,32,39,170,265,95-M-168,80-168,95-168,95,95,95,265
men,38,31,36,165,240,95-M-168,80-168,95-168,95,95,90,240
men,41,35,41,174,260,105-M-173,90-173,105-173,105,105,100,260
men,47,37,44,174,275,125-M-185,95-178,115-183,120,120,110,275
men,44,36,43,181,275,110-M-178,90-178,115-183,110,110,105,275
men,41,34,38,174,275,105-M-173,85-173,105-173,105,105,95,275
men,41,34,41,180,270,105-M-178,85-178,105-178,105,105,100,270
men,41,32,40,175,275,105-M-173,80-173,105-173,105,105,100,275
men,39,33,40,173,275,100-M-173,85-173,100-173,100,100,100,275
men,40,33,39,167,255,100-M-168,85-168,100-168,100,100,95,255
men,40,35,41,176,270,100-M-178,90-178,100-178,100,100,100,270
men,43,36,42,176,275,110-M-178,90-178,115-183,110,110,105,275
men,44,35,43,177,280,110-M-178,90-178,115-183,110,110,105,280
men,41,34,41,178,290,105-M-178,85-178,105-178,105,105,100,290
men,40,34,40,175,270,100-M-173,85-173,100-173,100,100,100,270
men,37,30,37,171,270,95-M-173,75-173,95-173,95,95,90,270
men,36,30,37,167,265,90-M-168,75-168,90-168,90,90,90,265
men,45,38,44,180,275,115-M-178,95-178,115-183,115,115,110,275
men,43,35,41,183,270,110-M-185,90-185,115-183,110,110,100,270
men,39,34,41,177,270,100-M-178,85-178,100-178,100,100,100,270
men,43,36,42,184,275,110-M-185,90-185,115-183,110,110,105,275
men,44,34,42,185,285,110-M-185,85-185,115-183,110,110,105,285
men,41,34,40,183,280,105-M-185,85-185,105-187,105,105,100,280
men,38,33,39,178,280,95-M-178,85-178,95-178,95,95,95,280
men,41,36,42,172,280,105-M-173,90-173,105-173,105,105,105,280
men,43,32,38,170,265,110-M-173,80-168,115-173,110,110,95,265
men,46,39,43,183,275,115-M-185,100-185,115-183,115,115,105,275
men,40,33,40,177,270,100-M-178,85-178,100-178,100,100,100,270
men,41,32,39,176,270,105-M-178,80-178,105-178,105,105,95,270
men,38,31,39,186,270,95-M-185,80-185,95-187,95,95,95,270
men,40,36,42,174,265,100-M-173,90-173,100-173,100,100,105,265
men,43,36,42,178,270,110-M-178,90-178,115-183,110,110,105,270
men,42,34,39,175,270,105-M-173,85-173,105-173,105,105,95,270
men,38,30,36,176,280,95-M-178,75-178,95-178,95,95,90,280
men,40,31,40,181,275,100-M-178,80-178,100-178,100,100,100,275
men,38,31,37,178,270,95-M-178,80-178,95-178,95,95,90,270
men,39,33,38,178,265,100-M-178,85-178,100-178,100,100,95,265
men,43,33,42,182,270,110-M-185,85-185,115-183,110,110,105,270
men,36,29,36,176,265,90-M-178,75-178,95-178,90,90,90,265
men,37,31,38,170,265,95-M-168,80-168,95-168,95,95,95,265
men,42,35,41,175,270,105-M-173,90-173,105-173,105,105,100,270
men,43,35,42,165,265,110-M-173,90-168,115-173,110,110,105,265
men,44,35,41,174,265,110-M-173,90-173,115-173,110,110,100,265
men,38,32,39,177,280,95-M-178,80-178,95-178,95,95,95,280
men,41,35,42,177,275,105-M-178,90-178,105-178,105,105,105,275
men,43,39,45,172,275,110-M-173,100-173,115-173,110,110,110,275
men,42,35,44,167,260,105-M-168,90-168,105-173,105,105,110,260
men,41,35,41,174,275,105-M-173,90-173,105-173,105,105,100,275
men,40,32,38,173,260,100-M-173,80-173,100-173,100,100,95,260
men,41,32,39,184,280,105-M-185,80-185,105-187,105,105,95,280
men,40,33,38,167,265,100-M-168,85-168,100-168,100,100,95,265
men,46,38,43,174,270,115-M-178,95-173,115-173,115,115,105,270
men,39,33,40,169,260,100-M-168,85-168,100-168,100,100,100,260
men,46,37,43,180,270,115-M-178,95-178,115-173,115,115,105,270
men,41,34,40,178,270,105-M-178,85-178,105-178,105,105,100,270
men,41,35,41,177,275,105-M-178,90-178,105-178,105,105,100,275
men,45,40,45,177,270,115-M-178,100-173,115-173,115,115,110,270
men,38,33,39,175,270,95-M-173,85-173,95-173,95,95,95,270
men,39,31,39,161,260,100-M-168,80-168,100-168,100,100,95,260
men,42,31,37,173,270,105-M-173,80-173,105-173,105,105,90,270
men,41,33,40,181,270,105-M-178,85-178,105-178,105,105,100,270
men,41,35,42,188,290,105-M-185,90-185,105-185,105,105,105,290
men,40,31,38,168,270,100-M-168,80-168,100-168,100,100,95,270
men,37,31,38,168,265,95-M-168,80-168,95-168,95,95,95,265
men,43,35,41,184,275,110-M-178,90-178,115-183,110,110,100,275
men,45,35,41,175,280,115-M-178,90-173,115-173,115,115,100,280
men,40,33,40,178,270,100-M-178,85-178,100-178,100,100,100,270
men,42,31,38,180,275,105-M-178,80-178,105-178,105,105,95,275
men,40,36,42,171,265,100-M-173,90-173,100-173,100,100,105,265
men,40,31,37,178,270,100-M-178,80-178,100-178,100,100,90,270
men,39,32,39,179,275,100-M-178,80-178,100-178,100,100,95,275
men,41,33,41,180,280,105-M-178,85-178,105-178,105,105,100,280
men,42,32,38,166,255,105-M-168,80-168,105-173,105,105,95,255
men,43,34,41,183,280,110-M-178,85-178,115-183,110,110,100,280
men,40,33,40,183,280,100-M-178,85-178,100-178,100,100,100,280
men,38,31,36,165,260,95-M-168,80-168,95-168,95,95,90,260
men,39,31,39,176,270,100-M-173,80-173,100-173,100,100,95,270
men,43,36,42,180,275,110-M-178,90-178,115-183,110,110,105,275
men,41,34,41,183,280,105-M-178,85-178,105-178,105,105,100,280
men,40,33,40,176,260,100-M-173,85-173,100-173,100,100,100,260
men,40,31,39,175,270,100-M-173,80-173,100-173,100,100,95,270
men,41,36,41,176,275,105-M-173,90-173,105-178,105,105,100,275
men,41,34,42,181,275,105-M-178,85-178,105-178,105,105,105,275
men,42,37,42,181,280,105-M-178,95-178,105-178,105,105,105,280
